,article,date,comments
1408,20년넘게 나는 내방이없어 엄마랑계속 같은방을써 돈이없어서 집이엄청좁거든 엄마랑맨날싸우는것도 지겹고 화난다 대체언제 넓은집으로 독립할수있을까 너무갑갑해 소리지르고싶어,19/09/04 22:02,[]
1409,실비보험 시발꺼... 정신상태 악화돼서 약먹어야 하는데 실비보험 가입 안 해놨다고 부모님이 못먹게함.... 짜증난다 진짜,19/09/04 20:40,[]
1410,커피랑 우울증은 진짜 최악의 조합인가봐맨날 후회할거 알면서 왜쳐먹지,19/09/03 02:15,"['커피가 우울에 더 안좋아?', '난 마시는날엔 항상 더 심해지더라', '나도 그런지 진지하게 고민해봐야겠다. 생각해보니 커피 + 술 조합이 끔찍한것같긴하다', '난 그래서 끊었어.. 카페인 때문에 잠도 더 안오고 흥분상태?되면 우울도 심하게 오는거같아서']"
1411,나내일 정신과 상담받는데 응원해주라.. 평범한 감정으로 평범하게 살아보고싶다,19/09/02 21:22,['상담 받고 쓴이가 행복하고 맘 편하길 바랄게!']
1412,서현이나 판교로 정신과 다녀본 사람 있으면 추천해주라...이제 정말 병원다냐보고싶어... 단순한 상담이 아닌 여러가지 관리를 하고싶어ㅠㅠㅠ 상담한 반년했늠데도 힘들다...,19/09/02 15:20,[]
1413,더이상 사는건 의미가 없다고 느껴질 때 어떻게 해야돼이런저런 핑계로 살아왔는데이제 그런 것도 없다고 느껴져,19/08/31 23:42,['나도그래 ㄱ뭔가취미찾아봐...난 의미가 꼭있어아할까란 생각헤요즘은 너무깊이생각안하려해']
1414,"숨 쉬고 있는 것이 죄스러운 하루, 아니 매일.자기 전에 내일은 다르게 행동해야지 다짐해도,그 전날보다 더 한심한 하루를 보내는 나.내 머리속은 멈추지 않고 팽팽 돌아갔는데,정작 내가 한 일을 말로 내뱉으면 정말 제대로 한 게 없는 하루.엄마가 한숨 쉴 때면 꼭 그 대상이 사람몫 못하는 나인 것 같아 긴장되고, 그 소리를 들을때면 손목에 들키지 않을정도로만 상처내고 운다. 상처든 우는 행위든 난 다른 가족에게 보일 자격이 없다.아빠는 나를 한심하게 생각할 걸 알아서, 그리고 내가 아빠를 볼 용기가 없어서 집에 들어올 때 인사만 하고 내 방에서 나가지 않는다. 아빠 눈에 들어서 더 스트레스 줄 이유는 없으니까.그리고 어차피 내 앞에 해야할 일은 쌓였으니까.오늘도 죽지 못해 사는 하루였다.이 게시판이라도 없었으면 난 어디다 털어놓았을까.익명이여서 다행이다.",19/08/31 00:09,['여기서라도 털어놓을 수 있었다니 다행이에요오늘 하루도 버티느랴고 고생했어요☺️']
1415,진짜 정신병자 새끼 같음 솔직히 나같은 성격은 인생 못살듯 남이 나보다 잘난거 하나라도 있으면 계속 나랑 비교하고 그 생각에 사로잡혀있음 쟤 저거 할 동안 난 뭐했지 이러면서 와 이런 정신으로 세상 어떻게 사냐,19/08/29 22:57,[]
1416,쓸모없고 무능력한 첫째인 나만 없으면 우리 가족은 풍족하고 행복하게 살 수 있을텐데 난 왜 태어났을까...,19/08/28 01:11,['아니야 아니야']
1417,"우울이 너무 심각하게와서어디라도 누군가한테라도 말하고싶어져서우연히 마주친 동기, 친구들한테 민폐란걸 알면서도 나도모르게 털어놓고, 후회하는걸 반복했어어차피 아무도 이해하지못할텐데내 꼴만 우스워질 뿐인데남들은 약해진 나를보며 기뻐할 뿐일텐데나는왜 그랬을까... 바보같다",19/08/27 12:43,"['나는이해해 힘내', '저도 이해해요']"
1418,이 상황에서 벗어나서 행복할수있을까 나는너무너무힘든데.. 거의 평생을 불안하게 살아와서 희망이있을까 의심된다. 매일두렵고 두려운데외롭고 외로우면서 두렵다. 누군가 나를 안아주고 다 괜찮다고 걱정할것 없다고 따뜻하게 안아주었으면 좋겠다. 안정감을 얻고싶다. 미래가 너무 두렵다.,19/08/26 16:58,"['행복해질 수 있어요 바닥을 치면 반드시 다시 올라오게 되어있어요 세상은 그렇게 만들어져있습니다 정말', '매일매일바닥인데어쩌죠', '어느정도 지속되셨어요?']"
1419,아 살기 싫다언제쯤 죽으려나죽은듯이 살아야지죽었다고 생각하고,19/08/26 03:54,[]
1420,"원래 조울증약을 먹다 스스로 괜찮다고 느껴 끊었는데, 얼마전부터 속이답답하고 훅 올라오는 느낌이 자주들고 한숨을 아무리 쉬어도 갑갑하고 머리도 계속아프고 속도쓰립니다. 엄마는 화병이라 하시는데 이게 뭘까요. 도움좀주세요",19/08/22 19:48,['병원 다시 가보시는거 어때요? 저는 우울증 걸렸을 때 그랬거든요']
1421,정말너무너무외롭다 명치가쓰라리고아프다 세상에나혼자인느낌 지겹다,19/08/22 19:16,[]
1422,"가난이 지긋지긋하다. 매번 어떻게 될 지 모르는 내 미래가무섭고, 다가오지 않길 바라는 그 설마가 또 다시 나를 괴롭힌다.나는 이겨 낼 수 있다고 수 없이 다짐하고 견뎌내어도내 이러한 노력은 고작 헛된 희망이라는 것을 깨달을 때마다내 심장은 끝을 모르는 저 심연으로 빠져내려 가는 것 같다.작은 불 빛으로 어둠이 사라지는게 아닌데... 정말 병신같다.아 정말 울기 싫다. 내가 왜 울어야 하는지도 모르겠고 그냥 인생이 억울하다.",19/08/22 03:27,['장도연 개그맨 잇잖어 그분이 청년들을 위해서 강연한거 잇거든? 그분이 그러더라 자기는 그래서 더 열심히 햇다구... 나두 가난한편인데 오늘 아침에두 그런생각햇어.. 쓰니도 힘내! 겨울을 견딘 꽃이 더 아름답데..']
1423,"누구는 성공하려고 노력할때, 나는 평범해지기 위해서 노력한다라..요즘따라 세상이 참 불공평하다는 생각이든다.태어날때부터 외모, 재산, '유전적인' 성격과 선천적인 재능 등등..  물론 여러가지 노력으로 커버할순 있겠지만,  노력만으론 뛰어넘기 힘든 벽이 존재하고,  또 노력에는 어떠한 대가가 반드시 따른다는 한계점이 있다.나의 모습을 객관적으로 따져보자면 외모? 재산? 타고난 머리? 정말이지 난 모든면에서 평균 이하다.그래서 난 평범해지기 위해서 노력하고그런 초라한 내자신의 모습을 문뜩 의식할때면 그렇게 우울할수가 없더라.",19/08/22 00:03,"['나에게 살고 싶지 않다는건, 죽고싶다는 소리가 아니라.. 이런 모습으로 인생을 살고 싶지 않다는것이다.', '언제부터였을까? 이대로 눈을 감아버리면 다신 뜨지 않았으면하고 자기전에 기도드리던게']"
1424,"그냥 모든걸 놓고 사라지고 싶다.내가 사라지면서 같이 내 방에 있는 물건도 사라졌으면.정리하기 귀찮으니까.주변 사람들은 어차피 날 기억할 사람 없으니 걱정 없는데,가족들 기억에선 내 존재가 기억에서 깨끗하게 지워졌으면 좋겠다. 뭐 하나 제대로 효도한게 없는데 기억에 남아있어봤자 의미없어.",19/08/21 13:53,['내 생각이랑 존똑이네']
1425,죽고싶지만 떡볶이는 먹고싶어읽은 사람 있어?그 얘기가 그냥 나 100퍼센트 같았는데혹평이 많아서 놀랐어나도 그정도의 특이한 우울함을 지녔나 싶고..,19/08/21 01:03,"['읽어보지는 않았는데 작가 인터뷰랑 후기 같은 거는 봤어 근데 진짜 혹평많고 친구들도 막 놀리듯이 ""죽고싶지만~~~떡볶이는 먹고싶엉~~~웅앵"" 이러면서 드립처럼 쓰는거 보고 놀랬음.. 나는 책 제목만 보고도 공감했고, 작가인터뷰보고 같이 마음아프고 위로도 많이 받았는데ㅠ']"
1426,진짜 잠자리에 눕는 게 고통이다전필 씨발거 꼬일대로 꼬여서 졸업도 힘들 거 같고그러니까 취업도 답이 안 보이고...걍 누우면 짜증만 난다,19/08/20 00:31,[]
1427,죽는게 해결책이 되려나,19/08/19 20:06,[]
1428,나 조울증 약먹다가 괜찮아서 병원안갔는데 어제부터 다시가야될거같아.. 병원 옮기면 보통 전에 먹던약이랑 똑같이 줘??,19/08/19 00:55,"['나는 전에먹던약 약봉투 들고가서 전에이거먹었다고하니까 같은걸루주셧어', '고마워!!']"
1429,아 어떡하지 너무우울해 빨리 잠들고 싶어... 빨리 이기분이너무고통스러워,19/08/17 19:01,"['나도...우울이나를잠식하는것같은밤이야..너무힘들다 진짜 너무힘들다 내일은제발기분이나아지기를', '후... 난 아까 진짜 미쳐버릴 것같아서 집 안에서 계속 돌아다녔어...', '진짜너무힘들다...잠이안와', '나두... 하.. ㅠㅠ 왜 이러지 진짜?? 너무 우울해서 심장이 터질 것같은 기분이야. 심지어 아무것도 못하겠는데 뭔가 해야할것같아 돌아버리겠다 후. 너는 약 먹니?', '걱정이너무많고 해결불가한고민을 계속 만들어내.. 나 약먹은지 3년넘엇는데 요즘걍안먹음', '퓨... 나두.. 괜찮아졌다 생각했는데 아닌가봐', '의사쌤이계속먹으랫는데 먹기귀찮아서안머금..', 'ㅠㅠㅠ 너나 나나 잘 이겨냈으면 좋겠다. 무의미한 불안함이 나를 그만 힘들게 만들길...', '제발..🙏', '넘넘불안하다..ㅠㅜ', '에구구..', '에구구.. 어제도울고 오늘도울고ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 울보야울보', '야아 ㅠㅠㅠㅠㅠ 왜우러 왜우러 ㅠㅜㅠㅜ 울지마! 뚝', '뚝!', '후.. 야아 나 너무 짜증나 우울해 짜증나 하ㅜㅜㅜ', '이제 내가 운다 ㅠㅠㅠㅠ', '왜왜 ㅠㅠㅠㅠ 우울할땐 울어! 소리질러버려!', '하.. 그냥 곧 개강인데 걍 ㅠㅠㅠ 으아 모르겠다 정말 머리터지겠어. 오늘도 새벽 7시에 잠들고 잠을 못자니까 괜히 이상한 생각만하고 괜히 스트레스 받고', '잠못자면미치는데ㅜㅜㅠㅠ 잠들기명상이라도해봐 나도곧개강..', '하... 여러번 했는데 잘안돼 ㅠㅠㅠ', '코오 잠들어라 오늘은 잘자라아', '응.. 너두 잘자 나도 노력해보긴할게', '잘지내니 나또울고있다ㅠ', '뭔일있어??', 'ㄴㄴ나원래우울증임', '내가 노래 하나 추천해줄까', '뭔뎅?', 'why do you love me 이거야! 제목', '희망적인노래가아닌데??', '응 우울할때 우울한노래 들으면 더 좋자나..나는 그래']"
1430,그냥 죽고싶다.난 내가 할 수 있는 힘을 다 짜내서 하고 있는데 남들 시선에서 보면 이건 노력하는게 아니야. 나도 그걸 느끼고 있는데 난 정말 힘들거든... 졸업한 성적도 안좋고 자격증도 없고 취직도 된 것도 아니고 내가 얼마나 한심한지 알아. 예쁘지도 않고 뚱뚱해서 다이어트도 하고 있어. 적어도 1주일에 1키로는 빼고 있는데 엄마는 그거마저도 너무 느리다네. 저녁에 운동 한시간반에서 두시간하는데 그것도 난 힘들거든. 아침에도 하라는데 내가 그렇게 해보려고 아침에 갔다가 저녁에 가니까 무릎이 아파서 못하겠더라고...엄마한테 얘기했는데도 그럼 취직은 어떻게 할꺼냐고 한숨쉬시네. 얼마나 답답하겠어. 첫째인데 어디가서 자랑도 못하고 노후준비해야되는데 아직도 뒷바라지해줘야하고. 왜 동생가지고 싶다고 해서 짐을 더 늘렸는지. 그냥 태어나지 말았어야 되 나는.어디가서 우울하다고 이야기도 못해. 말할 자격도 없어.,19/08/12 10:23,['천천히 숨을내쉬어봐 천천히 그리고 하늘을 한번 바라봐 난 이게 도움이되더라']
1431,학교 다니면서 학교 주변 병원에 갈 생각이에요! 혹시 설캠 글캠 구분 않고 주변에 괜찮은 병원 있나요?,19/08/07 02:13,[]
1432,갑자기 호흡곤란오고 화장실에서 기절할뻔했는데 숨 안쉬어지는거 처음 경험했는데 진짜 무섭고 살아야겠다는 생각밖에 안들더라..한심정신상담을 받아야할거같은데 엄마아빠는 별거아닌 문제로 치부하고 별 생각없는거 너무 짜증난다 솔직하게 말못하겠어,19/08/06 12:20,['타인에게 나의 슬픔을 이해시키기란 어렵더라 나도 이해 못하겠으면 그냥 금전적으로나 도와달라고했어...']
1433,미국가서 총기 구해서 자살하고 싶다...,19/08/05 00:00,[]
1434,우울증이 심해지니 자꾸 끊은 담배를 찾게 돼...미친거 같아,19/08/04 23:51,['나는 다시 피우고 있다.. 하 ㅠㅠ']
1435,진짜 사는거 ㅈ같다,19/08/04 20:55,[]
1436,"우울해,,다른 사람들이 웃고 있는 해변을 보면서 더 깊은 바다로 두둥실 떠가는 기분이다,,,",19/08/04 15:41,"['행복하게 웃고 떠드는사람 볼때마다 가슴이 미어지는것같아', '힘내쟈,,,너무 고전적이긴 하지만 힘을 낼 수 밖에없는거 같아,,,,ㅜㅡㅜㅜㅜㅜㅜㅜㅜㅜ난 오늘도 살아가려구 언젠간 괜찮아 질거야']"
1437,완벽주의적 강박증 환자인데내가 완벽에서 이만큼이나 멀다는걸 느끼는 때마다 너무 괴롭다근데 그것들이 내가 어찌할수있는게 이니야인간이라 그런걸 어쩌나각성과 후회가 뒤섞인 상태라 잠을잘수가 없네,19/08/02 02:32,['병원가고싶은데 예약일자가 너무멀어']
1438,아프게 죽는 게 무서우면 우울증은 아닌가..? 근데 내일 안일어나졌으면 좋겠음,19/08/01 07:02,[]
1439,인스타그램은 진짜 볼게 못되는 것 같아정돈된 장면 전시된 행복 그 네모 속의 사진들이 너무 강렬하게 머리에 박혀서내 사소한 일상과 삶과 비교하게 돼나는 너무 한심해보이고,19/08/01 01:15,"['나도 자주 센치해지는데 내 인스타는 세상 행복해보여서 우울할때 내 인스타보면서 자기위안함...', '그거다의도된건깐ㄱㅊ']"
1440,평생 시달리면서 살다보니 주기적으로 괴로운 기억에 잠겨서 아무것도 못하는데...너무 괴롭다,19/07/27 19:54,[]
1441,왕따 가해자가 같은 아파트에 살아서 엘베에 글 써서 붙일건데 봐줄 사람....,19/07/22 06:12,"['모라고 적었어?? ㅆㄹㄱ가해자들', '봐드림ㅇㅇㅇ']"
1442,ㅅㅂ...괜히말했다가족들이 이쪽 질환에 대해 편견이 강하거나 그러면꼭 알릴 필요는 없는것 같어..,19/07/21 10:52,['마자..이상한사람으로 취급하는거 싫음.근데 그걸 방치하기보다 치료하겠다는건데 응원좀 해주지']
1443,뭐 죽을 용기도 없어서 살 수 밖에 없는데 그렇다고 현생에 충실하지도ㅇ못하고 그럴때마다 펜 쎄게 들어서 허벅지에 찍고싶은데 그럼 아플거 뒷처리 해야 할 거 생각하면서 참는다왜 난 이렇게 태어났고 이렇게 살았지 내 모든 행동들이 밉다,19/07/17 03:03,"['저도..', '밉지 않아요ㅠ 보는 관점을 바꿔보는건 어때요 모든게 비록 눈에 확연한 성과가 없더라도 나름대로 무언가를 이뤄왔다는 것을.. 실패는 오히려 좋은 거름이니까요', '그러지마요 스스로를 아프게 하지마요 결국에 내편이 되어줄 사람은 나밖에 없는데 나 마저도 나를 버리면 정말 아프게 무너져버릴지도 몰라요 뭐라그러던지 나만은 내편이 되어야해요 물론 그게 어렵고 나를 가장 싫어하는 사람이 나일수도 있겠죠 그래도 그래도 한번만 내편이 되어줬으면']"
